,BSH_Enzyme,Inhibitor,Bile_Acid,Run,Replicate,log2_concentration,fitted_values_7,fitted_se_7,ci_lwr_7,ci_upr_7,enzyme_baseline_7,inhibitor_baseline_7,enzyme_inhibitor_interaction_7,inhibitor_potency_7,enzyme_bileacid_interaction_7,fitted_values_9,fitted_se_9,ci_lwr_9,ci_upr_9,enzyme_baseline_9,enzyme_bileacid_interaction_9,enzyme_inhibitor_interaction_9,enzyme_inhibitor_bileacid_interaction_9,inhibitor_potency_9,Protein_Molecular_Weight,Protein_Aromaticity,Protein_Instability_Index,Protein_Isoelectric_Point,Protein_GRAVY,Protein_AA_Percent_A,Protein_AA_Percent_C,Protein_AA_Percent_D,Protein_AA_Percent_E,Protein_AA_Percent_F,Protein_AA_Percent_G,Protein_AA_Percent_H,Protein_AA_Percent_I,Protein_AA_Percent_K,Protein_AA_Percent_L,Protein_AA_Percent_M,Protein_AA_Percent_N,Protein_AA_Percent_P,Protein_AA_Percent_Q,Protein_AA_Percent_R,Protein_AA_Percent_S,Protein_AA_Percent_T,Protein_AA_Percent_V,Protein_AA_Percent_W,Protein_AA_Percent_Y,Protein_Organism,Inhibitor_IP_Conc,Inhibitor_Complexity,Inhibitor_H_Bond_Acceptor,Inhibitor_H_Bond_Donor,Inhibitor_Rotatable_Bonds,Inhibitor_Molecular_Weight,Inhibitor_Polar_Surface_Area,Bile_complexity,Bile_h_bond_acceptor,Bile_h_bond_donor,Bile_rotatable_bonds,Bile_molecular_weight,Bile_polar_surface_area
2190,B,XIII,GCA,Run 4,1,-0.0268531716112253,-2.10114125350379,0.777320427614416,-3.66804089617828,-0.620944819929772,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,-1.26578916450116,0.185281869790354,1.19431380418554,-2.21864690196098,2.46306321044633,4.55802669508724,-7.02562561708338,-1.53133232512322,9.75077117472421,9.75077117472421,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,772.0,7,4,6,464.6,133.0
2191,B,XIII,GCA,Run 4,2,0.0661345080207508,-2.10880902253062,0.78487738807631,-3.69610128179517,-0.619381920536035,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,-1.26578916450116,0.165275445912161,1.1566870932993,-2.16760821261279,2.36660519312048,4.55802669508724,-7.02562561708338,-1.53133232512322,9.75077117472421,9.75077117472421,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,772.0,7,4,6,464.6,133.0
2192,B,XIII,GCA,Run 4,3,-0.0359817457671094,-2.08073676465252,0.782512224158766,-3.6466891114314,-0.579241192729043,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,-1.26578916450116,0.217180722226101,1.1643619363234,-2.14716762650301,2.41713116388472,4.55802669508724,-7.02562561708338,-1.53133232512322,9.75077117472421,9.75077117472421,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,772.0,7,4,6,464.6,133.0
2193,B,XIII,GCDCA,Run 4,1,-0.516143434723908,0.325710928332882,0.748971163838473,-1.15519846052317,1.78076850172364,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,2.86956608214775,-0.59156073427377,1.40489711249569,-3.61012646413001,1.89707021685311,4.55802669508724,0.140861710247119,-1.53133232512322,3.92605611535488,3.92605611535488,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
2194,B,XIII,GCDCA,Run 4,2,-0.597014471340237,0.318043159306052,0.74796661540979,-1.11604799051283,1.81598114189354,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,2.86956608214775,-0.611567158151963,1.3951254111994,-3.58985630614986,1.87903530575179,4.55802669508724,0.140861710247119,-1.53133232512322,3.92605611535488,3.92605611535488,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
2195,B,XIII,GCDCA,Run 4,3,-0.722686905668892,0.346115417184159,0.750471126977418,-1.0968349261231,1.84501189162838,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,2.86956608214775,-0.559661881838023,1.40021544753467,-3.5853425225247,1.90350203181119,4.55802669508724,0.140861710247119,-1.53133232512322,3.92605611535488,3.92605611535488,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
2196,B,XIII,GDCA,Run 4,1,-0.30517727306391,-1.987465605545,0.782049185071596,-3.45273972926597,-0.387106923785317,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,-0.344952105739777,-0.309261563498487,1.39450923576293,-2.92919963802,2.53727656617069,4.55802669508724,-5.2993234293971,-1.53133232512322,9.04188273027367,9.04188273027367,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
2197,B,XIII,GDCA,Run 4,2,-0.592622640480641,-1.99513337457182,0.79462076810118,-3.50253448026388,-0.38762106930725,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,-0.344952105739777,-0.329267987376681,1.35376170936872,-2.88742234758978,2.41932355313562,4.55802669508724,-5.2993234293971,-1.53133232512322,9.04188273027367,9.04188273027367,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
2198,B,XIII,GDCA,Run 4,3,-0.447659288085964,-1.96706111669372,0.791406178414025,-3.41643342868021,-0.314121209297229,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,-0.344952105739777,-0.27736271106274,1.3871827461581,-2.73609448019423,2.70166188474554,4.55802669508724,-5.2993234293971,-1.53133232512322,9.04188273027367,9.04188273027367,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
2199,B,XIII,GLCA,Run 4,1,0.18882844609546,-0.164663196483994,0.761353537976136,-1.69965265005119,1.28485321881527,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,4.49356995599234,-0.325275865547123,1.30088402125587,-2.89069840773279,2.20876695559022,4.55802669508724,2.85241395201179,-1.53133232512322,2.91153660216214,2.91153660216214,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,695.0,4,3,6,433.6,86.6
2200,B,XIII,GLCA,Run 4,2,-0.577940587389931,-0.172330965510824,0.76261754066718,-1.70954904143624,1.2799117179791,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,4.49356995599234,-0.345282289425316,1.30334010601643,-2.97514112754821,2.13395208803619,4.55802669508724,2.85241395201179,-1.53133232512322,2.91153660216214,2.91153660216214,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,695.0,4,3,6,433.6,86.6
2201,B,XIII,GLCA,Run 4,3,-1.01348283310695,-0.144258707632716,0.765670059113876,-1.66378249000022,1.33764414172617,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,4.49356995599234,-0.293377013111376,1.30626894961929,-2.88957728356732,2.23099699894028,4.55802669508724,2.85241395201179,-1.53133232512322,2.91153660216214,2.91153660216214,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,695.0,4,3,6,433.6,86.6
2202,B,XIII,GUDCA,Run 4,1,-5.54862203969485,-1.38697428325287,0.769217389939163,-2.89640915121772,0.118923017343798,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,-0.679441817348567,-4.38073429613594,1.39210824316413,-7.09675055150133,-1.63968623829794,4.55802669508724,-2.60192409056726,-1.53133232512322,-6.86054346324469,-6.86054346324469,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
2203,B,XIII,GUDCA,Run 4,2,-3.21659346598141,-1.3946420522797,0.77558737236647,-2.92786435553995,0.112438144136613,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,-0.679441817348567,-4.40074072001413,1.36878889057657,-7.11179379645908,-1.74614134539893,4.55802669508724,-2.60192409056726,-1.53133232512322,-6.86054346324469,-6.86054346324469,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
2204,B,XIII,GUDCA,Run 4,3,-4.60733585367697,-1.36656979440159,0.774826894677008,-2.85538441711271,0.181937010021161,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,-0.679441817348567,-4.34883544370019,1.37195561630998,-7.00721029974711,-1.62914428381198,4.55802669508724,-2.60192409056726,-1.53133232512322,-6.86054346324469,-6.86054346324469,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
2205,B,XIII,TCA,Run 4,1,-0.382646421330712,0.134202037406353,0.784033720726068,-1.45524826333246,1.61816392191373,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,2.08317586775659,-0.304416397217322,1.16541850680101,-2.50827742303199,2.06016312362798,4.55802669508724,0.543893598638599,-1.53133232512322,2.37510223778221,2.37510223778221,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,83.4,2,1,0,163.38,37.3
2206,B,XIII,TCA,Run 4,2,-0.247149778842143,0.126534268379523,0.779581121234506,-1.405318573935,1.65063942130426,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,2.08317586775659,-0.324422821095515,1.20071773668868,-2.5437005169855,2.16311301083412,4.55802669508724,0.543893598638599,-1.53133232512322,2.37510223778221,2.37510223778221,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,83.4,2,1,0,163.38,37.3
2207,B,XIII,TCA,Run 4,3,-0.618409490193565,0.15460652625763,0.771271994095277,-1.35902384403318,1.66436237282031,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,2.08317586775659,-0.272517544781574,1.20462868720467,-2.52076456169233,2.20137989214998,4.55802669508724,0.543893598638599,-1.53133232512322,2.37510223778221,2.37510223778221,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,83.4,2,1,0,163.38,37.3
2208,B,XIII,TCDCA,Run 4,1,1.47112689207331,0.455869006315443,0.76620085970526,-1.05668923549316,1.94681813455146,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,2.19396698458929,0.354365753591955,1.29002757314576,-2.23276919783396,2.82413888889743,4.55802669508724,1.25702331985506,-1.53133232512322,1.64434004423448,1.64434004423448,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
2209,B,XIII,TCDCA,Run 4,2,0.0373662664108225,0.448201237288613,0.757501633895821,-1.03031905240403,1.93908735246759,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,2.19396698458929,0.334359329713762,1.27978832384174,-2.16040255933178,2.85636767012785,4.55802669508724,1.25702331985506,-1.53133232512322,1.64434004423448,1.64434004423448,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
2210,B,XIII,TCDCA,Run 4,3,-0.358902704784642,0.47627349516672,0.766030978678646,-1.04116596736454,1.96167546905575,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,2.19396698458929,0.386264606027703,1.29616399025133,-2.1586027588471,2.92236008293812,4.55802669508724,1.25702331985506,-1.53133232512322,1.64434004423448,1.64434004423448,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
2211,B,XIII,TDCA,Run 4,1,1.5594199680337,0.163436414440881,0.769336643015343,-1.31882471739384,1.69697492322631,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,1.686183775417,1.12070635365079,1.27082834294865,-1.1963272162414,3.78531988811732,4.55802669508724,0.678263468413097,-1.53133232512322,2.88013941374148,2.88013941374148,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
2212,B,XIII,TDCA,Run 4,2,0.726885136519529,0.155768645414051,0.782275928487083,-1.36366345060863,1.70285818906073,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,1.686183775417,1.10069992977259,1.21857471171807,-1.17960397816477,3.59720889177005,4.55802669508724,0.678263468413097,-1.53133232512322,2.88013941374148,2.88013941374148,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
2213,B,XIII,TDCA,Run 4,3,0.800577126129822,0.183840903292159,0.770180056629323,-1.28869449328146,1.73041132870548,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,1.686183775417,1.15260520608654,1.26375523359786,-1.19360227736857,3.76031823833504,4.55802669508724,0.678263468413097,-1.53133232512322,2.88013941374148,2.88013941374148,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
2214,B,XIII,TLCA,Run 4,1,0.427680278778858,-0.437356288419803,0.765532512203767,-1.94405181880682,1.05683562903194,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,3.21563562407942,0.289577961602217,1.26797628471883,-2.20274686190172,2.76772017419611,4.55802669508724,2.10589708681265,-1.53133232512322,2.73387426145559,2.73387426145559,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,825.0,5,3,7,483.7,112.0
2215,B,XIII,TLCA,Run 4,2,-0.0935882495130199,-0.445024057446633,0.758522512412156,-1.95879634803978,1.01461190061587,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,3.21563562407942,0.269571537724023,1.26348617218909,-2.06587807186514,2.88698772311609,4.55802669508724,2.10589708681265,-1.53133232512322,2.73387426145559,2.73387426145559,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,825.0,5,3,7,483.7,112.0
2216,B,XIII,TLCA,Run 4,3,0.28348315408634,-0.416951799568525,0.768984392168084,-1.91900698024974,1.09541183704915,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,3.21563562407942,0.321476814037964,1.23069495291726,-2.07455444220364,2.74976977323202,4.55802669508724,2.10589708681265,-1.53133232512322,2.73387426145559,2.73387426145559,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,825.0,5,3,7,483.7,112.0
2217,B,XIII,TUDCA,Run 4,1,1.0094868101231,0.455699677386914,0.755207481084872,-0.992039424390334,1.96837390146237,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,1.02838802211827,0.0993812236336453,1.24544645247077,-2.36300244127919,2.51914765240622,4.55802669508724,10.5578815541712,-1.53133232512322,0.164847369463997,0.164847369463997,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
2218,B,XIII,TUDCA,Run 4,2,-0.141332687746374,0.448031908360084,0.768037331333133,-1.04304950146639,1.9676568373595,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,1.02838802211827,0.0793747997554522,1.23462906515165,-2.25382713587712,2.58591879951736,4.55802669508724,10.5578815541712,-1.53133232512322,0.164847369463997,0.164847369463997,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
2219,B,XIII,TUDCA,Run 4,3,-0.738922415441603,0.476104166238192,0.757234160043845,-0.969977166903892,1.99838074046798,2.39731461348028,-9.74386177267502,1.44102963937799,0.956284974102299,1.02838802211827,0.131280076069393,1.25966036819951,-2.24288586594274,2.69498277739936,4.55802669508724,10.5578815541712,-1.53133232512322,0.164847369463997,0.164847369463997,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
2220,B,XIV,GCA,Run 5,1,-0.465377786446027,-1.19341291345389,0.773971540033489,-2.78752744723102,0.246440989700256,2.39731461348028,-8.47806039808374,2.96564873184098,-0.5683341183607,-1.26578916450116,-0.534057849028862,1.23191801076867,-3.03856509566947,1.79055350654373,4.55802669508724,-7.02562561708338,-0.830575525990752,10.9504124754666,10.9504124754666,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,621.0,2.0,2.0,2.0,359.4,65.2,772.0,7,4,6,464.6,133.0
2221,B,XIV,GCA,Run 5,2,-0.449850990631826,-1.3004978399146,0.764809932640185,-2.82870813497671,0.169346800972814,2.39731461348028,-8.47806039808374,2.96564873184098,-0.5683341183607,-1.26578916450116,-0.723722050723919,1.24609628967105,-3.23954615699514,1.64515129851537,4.55802669508724,-7.02562561708338,-0.830575525990752,10.9504124754666,10.9504124754666,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,621.0,2.0,2.0,2.0,359.4,65.2,772.0,7,4,6,464.6,133.0
2222,B,XIV,GCA,Run 5,3,-0.724819316204365,-1.25080517627737,0.757661103262671,-2.81286189846172,0.157169626327954,2.39731461348028,-8.47806039808374,2.96564873184098,-0.5683341183607,-1.26578916450116,-0.631615898477654,1.24423478962423,-3.23459183355955,1.64280854176741,4.55802669508724,-7.02562561708338,-0.830575525990752,10.9504124754666,10.9504124754666,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,621.0,2.0,2.0,2.0,359.4,65.2,772.0,7,4,6,464.6,133.0
2223,B,XIV,GCDCA,Run 5,1,0.691365286623046,1.23343926838279,0.766685485048876,-0.29193728459501,2.71346981679658,2.39731461348028,-8.47806039808374,2.96564873184098,-0.5683341183607,2.86956608214775,0.704934453618823,1.38351293009151,-1.65331182935761,3.77005885660112,4.55802669508724,0.140861710247119,-0.830575525990752,3.59661377464368,3.59661377464368,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
2224,B,XIV,GCDCA,Run 5,2,0.709193991286307,1.12635434192207,0.77891133116616,-0.416855468267135,2.63647694990421,2.39731461348028,-8.47806039808374,2.96564873184098,-0.5683341183607,2.86956608214775,0.515270251923766,1.4321957757115,-1.87940468340877,3.73480275738033,4.55802669508724,0.140861710247119,-0.830575525990752,3.59661377464368,3.59661377464368,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
2225,B,XIV,GCDCA,Run 5,3,0.177308094576494,1.17604700555931,0.762682458105151,-0.34217613748111,2.64753909829108,2.39731461348028,-8.47806039808374,2.96564873184098,-0.5683341183607,2.86956608214775,0.607376404170031,1.40353813072901,-1.85797187661802,3.64389759583969,4.55802669508724,0.140861710247119,-0.830575525990752,3.59661377464368,3.59661377464368,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
2226,B,XIV,GDCA,Run 5,1,-0.407112961990794,-1.07973726549509,0.78192141071432,-2.64926453534244,0.415867394657691,2.39731461348028,-8.47806039808374,2.96564873184098,-0.5683341183607,-0.344952105739777,-0.0625815784343334,1.21825906485977,-2.39367769356101,2.38189784068931,4.55802669508724,-5.2993234293971,-0.830575525990752,8.25354801177359,8.25354801177359,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
2227,B,XIV,GDCA,Run 5,2,-0.0152931378933189,-1.1868221919558,0.774047219963186,-2.75984566403336,0.27441943822233,2.39731461348028,-8.47806039808374,2.96564873184098,-0.5683341183607,-0.344952105739777,-0.25224578012939,1.21366829630146,-2.55679318084158,2.20078654066015,4.55802669508724,-5.2993234293971,-0.830575525990752,8.25354801177359,8.25354801177359,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
2228,B,XIV,GDCA,Run 5,3,-0.189090981768533,-1.13712952831857,0.771842487680614,-2.69204304474622,0.33357950696179,2.39731461348028,-8.47806039808374,2.96564873184098,-0.5683341183607,-0.344952105739777,-0.160139627883125,1.18054730680122,-2.46665850514369,2.16108693751708,4.55802669508724,-5.2993234293971,-0.830575525990752,8.25354801177359,8.25354801177359,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
